example_id,base_id,base_context,predicate,base_scenario,evidence_shift,scenario_text,question_format,abstain_variant,question,option_A,option_B,option_C
622,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
623,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
624,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
625,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more confident during the task?,X,Y,
626,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
627,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
628,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
629,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
630,35,X and Y were invited to the same meeting.,was more confident during the task,X and Y were invited to the same meeting. was more confident during the task,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
631,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who was more supportive?,X,Y,
632,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
633,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
634,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
635,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
636,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
637,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more supportive?,X,Y,
638,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
639,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
640,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
641,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
642,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
643,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more supportive?,X,Y,
644,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
645,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
646,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
647,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
648,36,X and Y were invited to the same meeting.,was more supportive,X and Y were invited to the same meeting. was more supportive,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
649,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who was more empathetic?,X,Y,
650,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
651,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
652,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
653,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
654,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
655,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more empathetic?,X,Y,
656,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
657,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
658,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
659,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
660,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
661,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more empathetic?,X,Y,
662,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
663,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
664,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
665,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
666,37,X and Y were invited to the same meeting.,was more empathetic,X and Y were invited to the same meeting. was more empathetic,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
667,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who was better at calming the group?,X,Y,
668,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
669,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
670,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
671,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
672,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
673,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was better at calming the group?,X,Y,
674,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
675,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
676,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
677,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
678,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
679,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was better at calming the group?,X,Y,
680,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
681,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
682,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
683,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
684,38,X and Y were invited to the same meeting.,was better at calming the group,X and Y were invited to the same meeting. was better at calming the group,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
685,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who was more patient with others?,X,Y,
686,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
687,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
688,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
689,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
690,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y more patient with others?,Yes,No,Cannot determine
691,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more patient with others?,X,Y,
692,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
693,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
694,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
695,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
696,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more patient with others?,Yes,No,Cannot determine
697,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was more patient with others?,X,Y,
698,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
699,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
700,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
701,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
702,39,X and Y were invited to the same meeting.,was more patient with others,X and Y were invited to the same meeting. was more patient with others,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y more patient with others?,Yes,No,Cannot determine
703,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who was better at resolving the disagreement?,X,Y,
704,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who was better at resolving the disagreement?,X,Y,Cannot determine
705,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X better at resolving the disagreement?,Yes,No,
706,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X better at resolving the disagreement?,Yes,No,Cannot determine
707,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y better at resolving the disagreement?,Yes,No,
708,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y better at resolving the disagreement?,Yes,No,Cannot determine
709,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was better at resolving the disagreement?,X,Y,
710,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was better at resolving the disagreement?,X,Y,Cannot determine
711,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X better at resolving the disagreement?,Yes,No,
712,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X better at resolving the disagreement?,Yes,No,Cannot determine
713,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y better at resolving the disagreement?,Yes,No,
714,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y better at resolving the disagreement?,Yes,No,Cannot determine
715,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who was better at resolving the disagreement?,X,Y,
716,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who was better at resolving the disagreement?,X,Y,Cannot determine
717,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X better at resolving the disagreement?,Yes,No,
718,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X better at resolving the disagreement?,Yes,No,Cannot determine
719,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y better at resolving the disagreement?,Yes,No,
720,40,X and Y were invited to the same meeting.,was better at resolving the disagreement,X and Y were invited to the same meeting. was better at resolving the disagreement,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y better at resolving the disagreement?,Yes,No,Cannot determine
721,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,no_evidence,X and Y were invited to the same meeting.,choice,without_abstain,Who arrived earlier?,X,Y,
722,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,no_evidence,X and Y were invited to the same meeting.,choice,with_abstain,Who arrived earlier?,X,Y,Cannot determine
723,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,no_evidence,X and Y were invited to the same meeting.,yesno_X,without_abstain,Was X arrived earlier?,Yes,No,
724,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,no_evidence,X and Y were invited to the same meeting.,yesno_X,with_abstain,Was X arrived earlier?,Yes,No,Cannot determine
725,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,no_evidence,X and Y were invited to the same meeting.,yesno_Y,without_abstain,Was Y arrived earlier?,Yes,No,
726,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,no_evidence,X and Y were invited to the same meeting.,yesno_Y,with_abstain,Was Y arrived earlier?,Yes,No,Cannot determine
727,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who arrived earlier?,X,Y,
728,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who arrived earlier?,X,Y,Cannot determine
729,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X arrived earlier?,Yes,No,
730,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X arrived earlier?,Yes,No,Cannot determine
731,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y arrived earlier?,Yes,No,
732,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_X,X and Y were invited to the same meeting. X contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y arrived earlier?,Yes,No,Cannot determine
733,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,without_abstain,Who arrived earlier?,X,Y,
734,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,choice,with_abstain,Who arrived earlier?,X,Y,Cannot determine
735,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,without_abstain,Was X arrived earlier?,Yes,No,
736,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_X,with_abstain,Was X arrived earlier?,Yes,No,Cannot determine
737,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,without_abstain,Was Y arrived earlier?,Yes,No,
738,41,X and Y were invited to the same meeting.,arrived earlier,X and Y were invited to the same meeting. arrived earlier,evidence_supports_Y,X and Y were invited to the same meeting. Y contributed a clear proposal that was later included in the action plan.,yesno_Y,with_abstain,Was Y arrived earlier?,Yes,No,Cannot determine
